ID,Symbol,log2FoldChange,padj
18053978,LOC18053978,-1.66339788248274,8.46227809122478e-36
18056006,LOC18056006,-1.28693628075605,4.91101021127138e-21
112095851,LOC112095851,-1.41568415025957,2.97773975207695e-10
18056014,LOC18056014,1.21634622503177,8.07838510664585e-42
18053967,LOC18053967,1.86534563927533,3.28477165691836e-24
18053974,LOC18053974,5.45771505184114,0.00508382739473425
18053973,LOC18053973,2.40113096113452,1.8780712169218e-33
18053937,LOC18053937,-1.31553461118069,1.76240256802861e-27
18053938,LOC18053938,-2.64603004322853,1.79951352559625e-53
18053943,LOC18053943,1.37937444680591,1.25036987385864e-07
18053871,LOC18053871,2.7003756376241,0.00287696978273115
18053872,LOC18053872,2.82964812041274,4.49714069128966e-08
18053873,LOC18053873,2.10453278844186,0.00106896808696305
18053876,LOC18053876,1.09558618295108,1.39006522048015e-27
18054096,LOC18054096,1.04136486936662,5.15329481956251e-21
18054111,LOC18054111,1.08183891444299,8.71670455269967e-25
18054113,LOC18054113,1.00432456421897,8.13133992634622e-20
18054115,LOC18054115,1.23592666681864,1.19870341067708e-11
18053948,LOC18053948,-1.90594090832394,4.48437657229233e-42
18053952,LOC18053952,5.62020582110848,0.00107910065340519
18053955,LOC18053955,3.94347256785324,0.00303417018382129
18053963,LOC18053963,-1.07523564396497,1.65016864343725e-15
18053964,LOC18053964,-1.16529975007701,2.10475624615243e-11
112095827,LOC112095827,-8.26499004474935,1.85334993894773e-31
112095842,LOC112095842,-5.97005177423492,0.000746409601330603
112095830,LOC112095830,3.14814223336598,0.0282786918492935
18054229,LOC18054229,2.47420926580774,1.47561315112345e-28
18054232,LOC18054232,-5.63847897255708,8.44668268881366e-66
18054233,LOC18054233,-1.70435771403171,2.87540889298209e-13
18054238,LOC18054238,1.18010868290855,6.07295872440163e-23
18054242,LOC18054242,1.67579683515167,9.34122123358862e-31
18054240,LOC18054240,-1.34883285971606,1.83880177046609e-24
18054244,LOC18054244,-1.49391741694792,1.27064459604799e-55
18054269,LOC18054269,-1.2911234703601,8.36816827856143e-20
18054278,LOC18054278,-4.27501166957052,7.14774833505349e-24
18054283,LOC18054283,-2.24508762485226,4.35715591496988e-16
18053736,LOC18053736,1.44498263081451,4.87086814641532e-07
18053749,LOC18053749,-3.47563810309593,3.080073193933e-18
18053755,LOC18053755,-1.0046417533986,7.35246904937955e-11
18053788,LOC18053788,1.70992062470452,0.00590457740553213
18053791,LOC18053791,-2.10280007082176,4.69814586359906e-45
18053793,LOC18053793,-1.54601649071712,0.0404640589377653
18053797,LOC18053797,4.04610484608965,1.70555015390517e-57
18053799,LOC18053799,3.7125377141783,4.51407312701975e-19
18053802,LOC18053802,1.57835811860604,1.17862712848713e-43
18053804,LOC18053804,-1.28711198399339,1.58383422997213e-11
18053807,LOC18053807,-1.19593953347222,1.1144085172546e-24
18053983,LOC18053983,1.11402654346177,2.56111960740411e-27
18053984,LOC18053984,-1.50728473629576,1.63984472839833e-26
18053985,LOC18053985,-1.78242975481807,1.13224225221503e-27
18053987,LOC18053987,1.10470094802584,4.93776548874431e-28
18053991,LOC18053991,-4.73712158453441,2.28220558907101e-20
18054462,LOC18054462,4.69017241571475,0.00132794713558177
18054475,LOC18054475,-4.02434689126765,0.0165204973759769
18054479,LOC18054479,-7.46837194195867,4.22514444476672e-47
18054194,LOC18054194,-2.26455902698163,1.10396376260979e-42
18054197,LOC18054197,-2.60904957924049,3.95808220934855e-68
18054200,LOC18054200,4.30240148257803,2.21586490823073e-12
18054199,LOC18054199,1.33913316184019,2.59948270846406e-52
18054665,LOC18054665,-1.64590016897052,0.0139674379481914
18054666,LOC18054666,-1.32719022905492,1.73503361035491e-06
18054669,LOC18054669,-1.33551367712493,5.52509887690263e-27
18054670,LOC18054670,-1.19342900019161,1.69243566746086e-41
18054672,LOC18054672,1.7961486834049,1.31602947996748e-57
18054673,LOC18054673,1.18213298451079,9.82037824532942e-28
18054676,LOC18054676,-2.78182919422012,9.14181252415795e-51
18054677,LOC18054677,1.45071841617024,1.72913774858247e-40
18054678,LOC18054678,-2.08569886696717,1.12007459627924e-28
18054780,LOC18054780,1.10519621089298,1.15084758866361e-08
18054797,LOC18054797,1.18777350611619,0.00352360493763738
18054798,LOC18054798,1.32037291860972,7.57354719009564e-05
