"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009579","CC","GO:0009579","thylakoid","107/3437","134/7428",8.71309205647267e-16,7.42254361575371e-14,6.7313755867564e-14,"LOC18055287/LOC18055063/LOC18053775/LOC18054175/LOC18054549/LOC18054593/LOC18055495/LOC18055378/LOC18055915/LOC18055919/LOC18055316/LOC18054652/LOC18053776/LOC18052506/LOC18051598/LOC18050977/LOC18051968/LOC18050848/LOC18052032/LOC18052290/LOC18052292/LOC18052694/LOC18053489/LOC18051323/LOC18051468/LOC18051897/LOC18052598/LOC18051870/LOC18051773/LOC18053436/LOC18053261/LOC18053263/LOC18050958/LOC18046386/LOC18047156/LOC18045777/LOC18045785/LOC18046168/LOC18048155/LOC18046011/LOC18046531/LOC18049269/LOC18046547/LOC18045866/LOC18046879/LOC18047504/LOC18049958/LOC18049233/LOC18046891/LOC18043413/LOC18044075/LOC18045518/LOC18045520/LOC18044863/LOC18043642/LOC18044399/LOC18043836/LOC18043581/LOC18043590/LOC18044560/LOC18045586/LOC18045619/LOC18041475/LOC18040405/LOC18042579/LOC18041631/LOC18040942/LOC18042081/LOC18040285/LOC18041099/LOC18040979/LOC18042569/LOC18043137/LOC18041924/LOC18042830/LOC18041192/LOC18041202/LOC18043060/LOC18042622/LOC18038302/LOC18038877/LOC18039516/LOC18039809/LOC18036420/LOC18036826/LOC18037773/LOC18037749/LOC18036190/LOC18036749/LOC18035698/LOC18036751/LOC18034139/LOC18034870/LOC18035166/LOC18035627/LOC18035158/LOC18034566/LOC18035077/LOC18034764/LOC18034550/LOC18035570/LOC18034214/LOC18031580/LOC18032751/LOC18031419/LOC18033088/LOC18033554",107
"GO:0042651","CC","GO:0042651","thylakoid membrane","82/3437","96/7428",1.14192978703903e-15,7.42254361575371e-14,6.7313755867564e-14,"LOC18055287/LOC18055063/LOC18054549/LOC18054593/LOC18055495/LOC18055378/LOC18055915/LOC18055919/LOC18053776/LOC18052506/LOC18051968/LOC18050848/LOC18052032/LOC18052290/LOC18052694/LOC18053489/LOC18051323/LOC18052598/LOC18051773/LOC18053436/LOC18053261/LOC18053263/LOC18046386/LOC18047156/LOC18045777/LOC18045785/LOC18046168/LOC18048155/LOC18046011/LOC18046531/LOC18049269/LOC18046547/LOC18045866/LOC18046879/LOC18047504/LOC18046891/LOC18043413/LOC18044075/LOC18045518/LOC18045520/LOC18044863/LOC18044399/LOC18043581/LOC18043590/LOC18045586/LOC18045619/LOC18041475/LOC18040405/LOC18042579/LOC18041631/LOC18040942/LOC18042081/LOC18040285/LOC18041099/LOC18040979/LOC18043137/LOC18041924/LOC18042830/LOC18041192/LOC18041202/LOC18043060/LOC18042622/LOC18038302/LOC18038877/LOC18039516/LOC18039809/LOC18036420/LOC18037773/LOC18037749/LOC18036190/LOC18036749/LOC18035698/LOC18035627/LOC18035158/LOC18034566/LOC18034764/LOC18034550/LOC18035570/LOC18034214/LOC18031419/LOC18033088/LOC18033554",82
"GO:0009535","CC","GO:0009535","chloroplast thylakoid membrane","68/3437","81/7428",1.87982567627319e-12,9.16415017183179e-11,8.31080825299725e-11,"LOC18055287/LOC18054549/LOC18054593/LOC18055495/LOC18055378/LOC18055915/LOC18055919/LOC18053776/LOC18052506/LOC18051968/LOC18050848/LOC18052032/LOC18052290/LOC18052694/LOC18053489/LOC18051323/LOC18052598/LOC18051773/LOC18053436/LOC18053261/LOC18053263/LOC18046386/LOC18047156/LOC18045777/LOC18045785/LOC18046168/LOC18048155/LOC18046011/LOC18046531/LOC18049269/LOC18045866/LOC18046879/LOC18047504/LOC18046891/LOC18043413/LOC18044075/LOC18044863/LOC18043581/LOC18043590/LOC18045586/LOC18041475/LOC18040405/LOC18041631/LOC18040942/LOC18042081/LOC18043137/LOC18042830/LOC18041192/LOC18041202/LOC18043060/LOC18038302/LOC18038877/LOC18039809/LOC18037773/LOC18037749/LOC18036190/LOC18036749/LOC18035698/LOC18035627/LOC18035158/LOC18034566/LOC18034764/LOC18034550/LOC18035570/LOC18034214/LOC18031419/LOC18033088/LOC18033554",68
"GO:0055035","CC","GO:0055035","plastid thylakoid membrane","68/3437","82/7428",6.04789040162249e-12,2.34901778575115e-10,2.13028333606582e-10,"LOC18055287/LOC18054549/LOC18054593/LOC18055495/LOC18055378/LOC18055915/LOC18055919/LOC18053776/LOC18052506/LOC18051968/LOC18050848/LOC18052032/LOC18052290/LOC18052694/LOC18053489/LOC18051323/LOC18052598/LOC18051773/LOC18053436/LOC18053261/LOC18053263/LOC18046386/LOC18047156/LOC18045777/LOC18045785/LOC18046168/LOC18048155/LOC18046011/LOC18046531/LOC18049269/LOC18045866/LOC18046879/LOC18047504/LOC18046891/LOC18043413/LOC18044075/LOC18044863/LOC18043581/LOC18043590/LOC18045586/LOC18041475/LOC18040405/LOC18041631/LOC18040942/LOC18042081/LOC18043137/LOC18042830/LOC18041192/LOC18041202/LOC18043060/LOC18038302/LOC18038877/LOC18039809/LOC18037773/LOC18037749/LOC18036190/LOC18036749/LOC18035698/LOC18035627/LOC18035158/LOC18034566/LOC18034764/LOC18034550/LOC18035570/LOC18034214/LOC18031419/LOC18033088/LOC18033554",68
"GO:0009521","CC","GO:0009521","photosystem","46/3437","50/7428",7.22774703308045e-12,2.34901778575115e-10,2.13028333606582e-10,"LOC18055063/LOC18053775/LOC18054549/LOC18054593/LOC18055495/LOC18055316/LOC18052032/LOC18052292/LOC18051897/LOC18052598/LOC18051773/LOC18053261/LOC18053263/LOC18045785/LOC18046168/LOC18048155/LOC18049269/LOC18046547/LOC18045866/LOC18046879/LOC18044075/LOC18045518/LOC18045520/LOC18044863/LOC18044399/LOC18043590/LOC18044560/LOC18045619/LOC18041475/LOC18042579/LOC18041631/LOC18040285/LOC18041099/LOC18040979/LOC18041924/LOC18041202/LOC18042622/LOC18038877/LOC18039516/LOC18036420/LOC18037749/LOC18034139/LOC18035158/LOC18034566/LOC18035077/LOC18031419",46
"GO:0009534","CC","GO:0009534","chloroplast thylakoid","74/3437","94/7428",9.30613281731931e-11,2.26836987422158e-09,2.05714514909164e-09,"LOC18055287/LOC18054549/LOC18054593/LOC18055495/LOC18055378/LOC18055915/LOC18055919/LOC18053776/LOC18052506/LOC18051598/LOC18051968/LOC18050848/LOC18052032/LOC18052290/LOC18052694/LOC18053489/LOC18051323/LOC18051468/LOC18052598/LOC18051870/LOC18051773/LOC18053436/LOC18053261/LOC18053263/LOC18046386/LOC18047156/LOC18045777/LOC18045785/LOC18046168/LOC18048155/LOC18046011/LOC18046531/LOC18049269/LOC18045866/LOC18046879/LOC18047504/LOC18049958/LOC18046891/LOC18043413/LOC18044075/LOC18044863/LOC18043581/LOC18043590/LOC18045586/LOC18041475/LOC18040405/LOC18041631/LOC18040942/LOC18042081/LOC18043137/LOC18042830/LOC18041192/LOC18041202/LOC18043060/LOC18038302/LOC18038877/LOC18039809/LOC18037773/LOC18037749/LOC18036190/LOC18036749/LOC18035698/LOC18036751/LOC18034870/LOC18035627/LOC18035158/LOC18034566/LOC18034764/LOC18034550/LOC18035570/LOC18034214/LOC18031419/LOC18033088/LOC18033554",74
"GO:0031976","CC","GO:0031976","plastid thylakoid","74/3437","94/7428",9.30613281731931e-11,2.26836987422158e-09,2.05714514909164e-09,"LOC18055287/LOC18054549/LOC18054593/LOC18055495/LOC18055378/LOC18055915/LOC18055919/LOC18053776/LOC18052506/LOC18051598/LOC18051968/LOC18050848/LOC18052032/LOC18052290/LOC18052694/LOC18053489/LOC18051323/LOC18051468/LOC18052598/LOC18051870/LOC18051773/LOC18053436/LOC18053261/LOC18053263/LOC18046386/LOC18047156/LOC18045777/LOC18045785/LOC18046168/LOC18048155/LOC18046011/LOC18046531/LOC18049269/LOC18045866/LOC18046879/LOC18047504/LOC18049958/LOC18046891/LOC18043413/LOC18044075/LOC18044863/LOC18043581/LOC18043590/LOC18045586/LOC18041475/LOC18040405/LOC18041631/LOC18040942/LOC18042081/LOC18043137/LOC18042830/LOC18041192/LOC18041202/LOC18043060/LOC18038302/LOC18038877/LOC18039809/LOC18037773/LOC18037749/LOC18036190/LOC18036749/LOC18035698/LOC18036751/LOC18034870/LOC18035627/LOC18035158/LOC18034566/LOC18034764/LOC18034550/LOC18035570/LOC18034214/LOC18031419/LOC18033088/LOC18033554",74
"GO:0009507","CC","GO:0009507","chloroplast","271/3437","456/7428",4.09451716940248e-09,8.8714538670387e-08,8.04536706970311e-08,"LOC18053944/LOC18054196/LOC18055287/LOC18054391/LOC18054519/LOC18055580/LOC18055647/LOC18055980/LOC18054092/LOC18054210/LOC18054549/LOC18054593/LOC18054693/LOC18054294/LOC18055214/LOC18055285/LOC18055122/LOC18055140/LOC18055495/LOC18055503/LOC18055378/LOC18055381/LOC18055906/LOC18055915/LOC18055919/LOC18055736/LOC18055991/LOC18053855/LOC18053809/LOC18054652/LOC18053776/LOC18053640/LOC18051449/LOC18051450/LOC18051312/LOC18050406/LOC18052506/LOC18051598/LOC18053144/LOC18050546/LOC18051129/LOC18051968/LOC18052839/LOC18053483/LOC18052627/LOC18052796/LOC18050848/LOC18050384/LOC18052032/LOC18051720/LOC18052290/LOC18051647/LOC18052569/LOC18052428/LOC18052367/LOC18052694/LOC18053490/LOC18053489/LOC18051086/LOC18053120/LOC18051323/LOC18051468/LOC18051470/LOC18051689/LOC18051763/LOC18052598/LOC18052305/LOC18051870/LOC18052481/LOC18051773/LOC18052155/LOC18053436/LOC18051614/LOC18053397/LOC18053347/LOC18053261/LOC18053263/LOC18053281/LOC18050635/LOC18050593/LOC18047949/LOC18047552/LOC18046382/LOC18046386/LOC18048275/LOC18048469/LOC18049898/LOC18047694/LOC18049137/LOC18047156/LOC18045777/LOC18045785/LOC18046764/LOC18045770/LOC18046168/LOC18048155/LOC18048776/LOC18046248/LOC18046011/LOC18048716/LOC18046531/LOC18046078/LOC18048871/LOC18049652/LOC18049665/LOC18049269/LOC18045866/LOC18048273/LOC18046879/LOC18047504/LOC18049958/LOC18050281/LOC18046960/LOC18046977/LOC18048822/LOC18045889/LOC18046690/LOC18046891/LOC18049760/LOC18043413/LOC18044075/LOC18044751/LOC18043341/LOC18045378/LOC18044162/LOC18044627/LOC18045634/LOC18044863/LOC18045710/LOC18044779/LOC18043642/LOC18043399/LOC18044884/LOC18044637/LOC18045394/LOC18045650/LOC18043836/LOC18044694/LOC18044665/LOC18044589/LOC18045185/LOC18043581/LOC18044018/LOC18044039/LOC18043396/LOC18043590/LOC18045670/LOC18043701/LOC18044435/LOC18045586/LOC18044857/LOC18045706/LOC18044916/LOC18045113/LOC18044607/LOC18042259/LOC18041475/LOC18041845/LOC18040147/LOC18041040/LOC18040405/LOC18041631/LOC18040942/LOC18040566/LOC18042667/LOC18042081/LOC18042438/LOC18042578/LOC18042569/LOC18042726/LOC18042263/LOC18043137/LOC18041162/LOC18042830/LOC18042502/LOC18041192/LOC18041202/LOC18041934/LOC18040532/LOC18040364/LOC18041378/LOC18042441/LOC18040787/LOC18042430/LOC18043060/LOC18038395/LOC18039397/LOC18039964/LOC18038594/LOC18039021/LOC18038113/LOC18038888/LOC18038302/LOC18038158/LOC18038877/LOC18039361/LOC18039907/LOC18039150/LOC18038565/LOC18038849/LOC18039478/LOC18039809/LOC18038394/LOC18037401/LOC18037115/LOC18037562/LOC18036737/LOC18035808/LOC18035780/LOC18037291/LOC18036789/LOC18036249/LOC18036624/LOC18037773/LOC18037749/LOC18036190/LOC18037760/LOC18036497/LOC18036749/LOC18037820/LOC18035698/LOC18037018/LOC18036751/LOC18036159/LOC18034485/LOC18034139/LOC18034870/LOC18034882/LOC18035119/LOC18034662/LOC18035302/LOC18033877/LOC18035627/LOC18035158/LOC18034566/LOC18035077/LOC18033783/LOC18034913/LOC18034071/LOC18034352/LOC18034764/LOC18034550/LOC18035570/LOC18034214/LOC18033879/LOC18034175/LOC18031522/LOC18031580/LOC18032751/LOC18032243/LOC18031960/LOC18031419/LOC18033147/LOC18033088/LOC18032543/LOC18032149/LOC18032368/LOC18031837/LOC18032436/LOC18032188/LOC18032704/LOC18032233/LOC18032644/LOC18032739/LOC18033554/LOC18032136/LOC18031983/LOC18031645/LOC18031903/LOC18031917/LOC18034537",271
"GO:0009523","CC","GO:0009523","photosystem II","35/3437","39/7428",1.35237238415517e-08,2.63712614910258e-07,2.39156379513756e-07,"LOC18055063/LOC18053775/LOC18054549/LOC18054593/LOC18055316/LOC18052032/LOC18051773/LOC18053261/LOC18053263/LOC18045785/LOC18046168/LOC18048155/LOC18046547/LOC18045866/LOC18044075/LOC18045518/LOC18045520/LOC18044863/LOC18044399/LOC18043590/LOC18044560/LOC18045619/LOC18041475/LOC18042579/LOC18040285/LOC18041099/LOC18040979/LOC18041924/LOC18041202/LOC18042622/LOC18038877/LOC18039516/LOC18036420/LOC18035158/LOC18034566",35
"GO:0009536","CC","GO:0009536","plastid","287/3437","493/7428",2.48837448194832e-08,4.41120930890838e-07,4.00044892791691e-07,"LOC18053944/LOC18054196/LOC18055287/LOC18054901/LOC18054391/LOC18054519/LOC18055580/LOC18055647/LOC18055723/LOC18055980/LOC18054092/LOC18054210/LOC18054549/LOC18054593/LOC18054693/LOC18054294/LOC18055214/LOC18055285/LOC18055122/LOC18055140/LOC18055495/LOC18055503/LOC18055378/LOC18055381/LOC18055906/LOC18055915/LOC18055919/LOC18055736/LOC18056121/LOC18055991/LOC18055630/LOC18053855/LOC18053809/LOC18054652/LOC18053776/LOC18053640/LOC18051449/LOC18051450/LOC18051312/LOC18050406/LOC18052506/LOC18051598/LOC18053144/LOC18050546/LOC18051129/LOC18051510/LOC18051968/LOC18052839/LOC18053483/LOC18052627/LOC18052796/LOC18050848/LOC18050384/LOC18052032/LOC18051720/LOC18052290/LOC18051647/LOC18052569/LOC18052428/LOC18052367/LOC18052694/LOC18053490/LOC18053489/LOC18051086/LOC18053120/LOC18051323/LOC18051468/LOC18051470/LOC18051689/LOC18051763/LOC18052598/LOC18052305/LOC18051870/LOC18052481/LOC18051773/LOC18052155/LOC18053436/LOC18051614/LOC18053397/LOC18053347/LOC18053261/LOC18053263/LOC18053281/LOC18050628/LOC18050635/LOC18050593/LOC18047949/LOC18047552/LOC18046382/LOC18046386/LOC18048275/LOC18048469/LOC18049898/LOC18047694/LOC18049137/LOC18047156/LOC18045777/LOC18045785/LOC18046764/LOC18045770/LOC18046168/LOC18048155/LOC18048776/LOC18046248/LOC18046011/LOC18048716/LOC18046531/LOC18046078/LOC18048871/LOC18049652/LOC18049665/LOC18049269/LOC18045866/LOC18048273/LOC18046879/LOC18047504/LOC18049958/LOC18050281/LOC18046960/LOC18046977/LOC18048822/LOC18045889/LOC18046690/LOC18046891/LOC18049760/LOC18043413/LOC18044075/LOC18044751/LOC18043341/LOC18045378/LOC18044162/LOC18044627/LOC18045634/LOC18044863/LOC18043375/LOC18045721/LOC18045710/LOC18044779/LOC18043642/LOC18043399/LOC18044884/LOC18044637/LOC18045394/LOC18045650/LOC18043836/LOC18044694/LOC18044665/LOC18044589/LOC18045185/LOC18043581/LOC18044018/LOC18044039/LOC18043396/LOC18043590/LOC18045670/LOC18043701/LOC18044435/LOC18045586/LOC18044857/LOC18045706/LOC18044916/LOC18045113/LOC18044607/LOC18042259/LOC18041475/LOC18041845/LOC18040147/LOC18041040/LOC18040405/LOC18041631/LOC18040942/LOC18040566/LOC18042667/LOC18042081/LOC18043104/LOC18042438/LOC18042578/LOC18042569/LOC18042726/LOC18042263/LOC18043137/LOC18041162/LOC18042830/LOC18042502/LOC18041192/LOC18041202/LOC18041934/LOC18040532/LOC18040364/LOC18041378/LOC18042441/LOC18040787/LOC18042430/LOC18043060/LOC18041588/LOC18038395/LOC18039397/LOC18039964/LOC18038239/LOC18038594/LOC18039021/LOC18038113/LOC18038888/LOC18038302/LOC18038158/LOC18038877/LOC18039361/LOC18039907/LOC18039150/LOC18038088/LOC18038565/LOC18038615/LOC18038849/LOC18039478/LOC18039809/LOC18038394/LOC18037401/LOC18037115/LOC18037562/LOC18036737/LOC18035726/LOC18035808/LOC18035780/LOC18037291/LOC18036789/LOC18036249/LOC18036624/LOC18037773/LOC18037749/LOC18036190/LOC18037760/LOC18036497/LOC18036749/LOC18037820/LOC18035698/LOC18037018/LOC18036751/LOC18036159/LOC18034485/LOC18034139/LOC18034870/LOC18034882/LOC18035119/LOC18034662/LOC18035302/LOC18033877/LOC18035627/LOC18035158/LOC18034566/LOC18035077/LOC18033783/LOC18034913/LOC18034071/LOC18034352/LOC18034764/LOC18034550/LOC18035082/LOC18035570/LOC18034214/LOC18033879/LOC18034175/LOC18031522/LOC18031580/LOC18032751/LOC18032243/LOC18031960/LOC18031419/LOC18033147/LOC18033088/LOC18032543/LOC18032149/LOC18032368/LOC18031837/LOC18032436/LOC18032188/LOC18032704/LOC18032233/LOC18032644/LOC18032739/LOC18033554/LOC18032136/LOC18031983/LOC18032024/LOC18031645/LOC18031903/LOC18031917/LOC18034537",287
"GO:0009522","CC","GO:0009522","photosystem I","24/3437","26/7428",8.98062499512501e-07,1.45935156170781e-05,1.32346052559737e-05,"LOC18054549/LOC18055495/LOC18052032/LOC18052292/LOC18051897/LOC18052598/LOC18053261/LOC18053263/LOC18045785/LOC18048155/LOC18049269/LOC18046879/LOC18044075/LOC18044863/LOC18043590/LOC18041475/LOC18041631/LOC18041202/LOC18038877/LOC18037749/LOC18034139/LOC18035158/LOC18035077/LOC18031419",24
"GO:0031984","CC","GO:0031984","organelle subcompartment","98/3437","155/7428",1.32883170885604e-05,0.000199324756328406,0.000180764151488109,"LOC18053963/LOC18053983/LOC18055287/LOC18054549/LOC18054593/LOC18055495/LOC18055378/LOC18055915/LOC18055919/LOC18053776/LOC18052506/LOC18051598/LOC18051968/LOC18050848/LOC18052032/LOC18052197/LOC18052290/LOC18052694/LOC18053489/LOC18051323/LOC18051468/LOC18052598/LOC18051870/LOC18051773/LOC18053436/LOC18053448/LOC18053261/LOC18053263/LOC18046386/LOC18050194/LOC18048583/LOC18047156/LOC18045777/LOC18045785/LOC18048450/LOC18046168/LOC18048155/LOC18046011/LOC18046531/LOC18049183/LOC18049269/LOC18045866/LOC18046879/LOC18047504/LOC18049958/LOC18048244/LOC18049904/LOC18046891/LOC18043413/LOC18044075/LOC18044863/LOC18044847/LOC18044603/LOC18043581/LOC18044021/LOC18043590/LOC18045586/LOC18041475/LOC18040405/LOC18041631/LOC18040603/LOC18040585/LOC18040942/LOC18042081/LOC18042339/LOC18040342/LOC18043137/LOC18042830/LOC18042731/LOC18041192/LOC18041202/LOC18043060/LOC18038302/LOC18038877/LOC18039653/LOC18038768/LOC18039622/LOC18039809/LOC18037070/LOC18037579/LOC18037773/LOC18037749/LOC18036190/LOC18036749/LOC18035698/LOC18036751/LOC18034870/LOC18034233/LOC18035627/LOC18035158/LOC18034566/LOC18034764/LOC18034550/LOC18035570/LOC18034214/LOC18031419/LOC18033088/LOC18033554",98
"GO:0009654","CC","GO:0009654","photosystem II oxygen evolving complex","17/3437","18/7428",2.03072348239627e-05,0.000282850770762337,0.000256512439881634,"LOC18055063/LOC18054593/LOC18051773/LOC18046168/LOC18046547/LOC18045518/LOC18045520/LOC18044399/LOC18045619/LOC18042579/LOC18040285/LOC18041099/LOC18040979/LOC18041924/LOC18042622/LOC18039516/LOC18036420",17
"GO:0005576","CC","GO:0005576","extracellular region","197/3437","349/7428",6.02645564230366e-05,0.000783439233499476,0.00071048740204001,"LOC18054421/LOC18054420/LOC18054092/LOC18055378/LOC18055588/LOC18054156/LOC18054143/LOC18054144/LOC18054151/LOC18054158/LOC18054167/LOC18054168/LOC18053818/LOC18051192/LOC18051305/LOC18052125/LOC18052127/LOC18053149/LOC18050546/LOC18050900/LOC18050734/LOC18051551/LOC18052647/LOC18053095/LOC18050450/LOC18051667/LOC18052861/LOC18052866/LOC18052688/LOC18053311/LOC18051434/LOC18051741/LOC18051742/LOC18051422/LOC18051423/LOC18051429/LOC18051430/LOC18051421/LOC18051426/LOC18051427/LOC18051428/LOC18051432/LOC18051744/LOC18051747/LOC18052474/LOC18050743/LOC18048123/LOC18046385/LOC18050308/LOC18048703/LOC18048704/LOC18048628/LOC18049726/LOC18046741/LOC18049945/LOC18046543/LOC18046515/LOC18046518/LOC18048076/LOC18049414/LOC18049409/LOC18046237/LOC18047440/LOC18050078/LOC18046953/LOC18046959/LOC18046572/LOC18044285/LOC18045354/LOC18043337/LOC18044426/LOC18043303/LOC18043642/LOC18044112/LOC18044336/LOC18044815/LOC18043565/LOC18045134/LOC18043997/LOC18044915/LOC18044918/LOC18043426/LOC18044038/LOC18045202/LOC18045099/LOC18043732/LOC18042366/LOC18042376/LOC18042393/LOC18042395/LOC18041552/LOC18041971/LOC18042860/LOC18041989/LOC18040742/LOC18040741/LOC18041313/LOC18040420/LOC18041628/LOC18040205/LOC18040135/LOC18042334/LOC18041502/LOC18042504/LOC18042520/LOC18042554/LOC18040582/LOC18042455/LOC18042440/LOC18040789/LOC18040195/LOC18038946/LOC18039542/LOC18039489/LOC18039490/LOC18037896/LOC18038435/LOC18039251/LOC18039806/LOC18038673/LOC18038860/LOC18039760/LOC18038199/LOC18039379/LOC18036428/LOC18037393/LOC18037541/LOC18036807/LOC18037835/LOC18036374/LOC18037502/LOC18037019/LOC18036045/LOC18036862/LOC18036303/LOC18036946/LOC18036209/LOC18037725/LOC18036114/LOC18037571/LOC18033963/LOC18034208/LOC18033740/LOC18033982/LOC18035319/LOC18034217/LOC18033848/LOC18035395/LOC18035011/LOC18035069/LOC18034941/LOC18035312/LOC18033611/LOC18035112/LOC18035233/LOC18034718/LOC18034749/LOC18035170/LOC18034104/LOC18035117/LOC18034930/LOC18034411/LOC18034509/LOC18033676/LOC18033565/LOC18032751/LOC18032964/LOC18032311/LOC18031642/LOC18032627/LOC18032464/LOC18033209/LOC18031740/LOC18051525/LOC18052997/LOC18051433/LOC18050138/LOC18050139/LOC18050140/LOC18050141/LOC18050142/LOC18050143/LOC18049470/LOC18049411/LOC18049412/LOC18046359/LOC18049538/LOC18047051/LOC18048043/LOC18041898/LOC18040169/LOC18038093/LOC18036942/LOC18035584/LOC18032359/LOC18033404/LOC18032872",197
"GO:1990204","CC","GO:1990204","oxidoreductase complex","27/3437","37/7428",0.000883491093761891,0.010767547705223,0.00976490156263143,"LOC18055063/LOC18054593/LOC18054604/LOC18050981/LOC18051803/LOC18050389/LOC18051773/LOC18046168/LOC18046547/LOC18043881/LOC18045518/LOC18045520/LOC18044303/LOC18044642/LOC18044399/LOC18045619/LOC18042579/LOC18040285/LOC18041099/LOC18040979/LOC18041924/LOC18042622/LOC18038462/LOC18039516/LOC18036420/LOC18037469/LOC18031349",27
"GO:0008194","MF","GO:0008194","UDP-glycosyltransferase activity","118/4273","184/9150",1.15928477642113e-06,0.000468351049674137,0.000419783119040915,"LOC18054240/LOC18054473/LOC18054789/LOC18054872/LOC18055776/LOC18054497/LOC18054015/LOC18054554/LOC18055185/LOC18055832/LOC18055801/LOC18053866/LOC18053008/LOC18052071/LOC18052072/LOC18052073/LOC18053357/LOC18053359/LOC18052753/LOC18052829/LOC18052790/LOC18051405/LOC18052197/LOC18052279/LOC18052283/LOC18052284/LOC18052285/LOC18052286/LOC18050851/LOC18051700/LOC18053399/LOC18053215/LOC18050595/LOC18047949/LOC18046063/LOC18049191/LOC18049190/LOC18050345/LOC18049696/LOC18049183/LOC18049131/LOC18050333/LOC18048822/LOC18049826/LOC18047317/LOC18046728/LOC18044890/LOC18044892/LOC18044891/LOC18044682/LOC18043891/LOC18045452/LOC18044603/LOC18044360/LOC18044188/LOC18043864/LOC18041464/LOC18041695/LOC18042131/LOC18042735/LOC18042737/LOC18041415/LOC18041528/LOC18041671/LOC18040880/LOC18040881/LOC18042368/LOC18040701/LOC18042773/LOC18040604/LOC18041033/LOC18037956/LOC18038656/LOC18038429/LOC18038430/LOC18038024/LOC18039246/LOC18039260/LOC18039745/LOC18039653/LOC18038593/LOC18039063/LOC18040089/LOC18039058/LOC18037893/LOC18038846/LOC18038404/LOC18037175/LOC18036876/LOC18037740/LOC18036254/LOC18037288/LOC18037360/LOC18036087/LOC18035055/LOC18034553/LOC18035399/LOC18035043/LOC18035159/LOC18035283/LOC18035063/LOC18034982/LOC18034362/LOC18035379/LOC18035419/LOC18035314/LOC18035276/LOC18033895/LOC18031271/LOC18032959/LOC18031827/LOC18032223/LOC18032032/LOC18032618/LOC18032110/LOC18033042/LOC18052281/LOC18032372",118
"GO:0003774","MF","GO:0003774","motor activity","34/4273","45/9150",7.49387094977495e-05,0.0120587935534502,0.0108082985471258,"LOC18055901/LOC18055733/LOC18053658/LOC18054548/LOC18054317/LOC18054591/LOC18055273/LOC18054646/LOC18050431/LOC18052674/LOC18051772/LOC18046653/LOC18048307/LOC18048223/LOC18049289/LOC18046861/LOC18049057/LOC18042890/LOC18041025/LOC18041046/LOC18039529/LOC18039021/LOC18039339/LOC18039615/LOC18036275/LOC18035954/LOC18037153/LOC18036848/LOC18037824/LOC18034863/LOC18034779/LOC18034481/LOC18031417/LOC18031886",34
"GO:0022804","MF","GO:0022804","active transmembrane transporter activity","107/4273","176/9150",0.000103791150838994,0.0120587935534502,0.0108082985471258,"LOC18053876/LOC18055471/LOC18055840/LOC18055987/LOC18055531/LOC18053681/LOC18054090/LOC18054089/LOC18054882/LOC18055228/LOC18055915/LOC18055804/LOC18055524/LOC18054994/LOC18055993/LOC18051582/LOC18052999/LOC18050399/LOC18052546/LOC18053302/LOC18053465/LOC18050612/LOC18050870/LOC18052591/LOC18052594/LOC18053225/LOC18053179/LOC18050646/LOC18046380/LOC18046591/LOC18046592/LOC18047777/LOC18045971/LOC18048922/LOC18049464/LOC18046661/LOC18047838/LOC18046228/LOC18049370/LOC18048273/LOC18048169/LOC18049805/LOC18045889/LOC18046602/LOC18049739/LOC18045482/LOC18044333/LOC18044316/LOC18045448/LOC18043360/LOC18043366/LOC18044764/LOC18045074/LOC18043701/LOC18043902/LOC18043730/LOC18045277/LOC18042573/LOC18042874/LOC18042875/LOC18042477/LOC18041014/LOC18041463/LOC18040483/LOC18040752/LOC18041500/LOC18041642/LOC18038750/LOC18038907/LOC18040015/LOC18038816/LOC18038817/LOC18038151/LOC18039698/LOC18039076/LOC18039766/LOC18039138/LOC18037253/LOC18036079/LOC18037635/LOC18037657/LOC18035982/LOC18037760/LOC18037466/LOC18037340/LOC18037332/LOC18034578/LOC18035224/LOC18034886/LOC18035082/LOC18034178/LOC18032151/LOC18032860/LOC18032405/LOC18032150/LOC18031971/LOC18032760/LOC18033108/LOC18033100/LOC18032577/LOC18031907/LOC18031473/LOC18031973/LOC18033021/LOC18031329/LOC18041670/LOC18036112",107
